Time,MD5,Controller,Blah,Blah,condition,quantifier,prior,qudbias,item,sentence,startvalue,endvalue,rating,RT
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,37,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,10,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,37,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,10,<b>How many</b> of the questions did the kids answer correctly?,0,100,98.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,37,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,10,Did the kids answer <b> all of </b>the questions correctly?,0,100,97.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,37,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,10,Did the kids answer <b> any of </b>the questions correctly?,0,100,95.67,22022
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,78,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,24,Wayne is a diligent therapist who is always there for his patients. Today%2C he has a minor flu. His assistant asks how many appointments she has to cancel before he can come in.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,78,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,24,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,78,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,24,<b>Were all</b> of the appointments cancelled?,0,100,1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,78,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,24,<b>Were any</b> of the appointments cancelled?,0,100,2.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,78,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,24,<b>How many</b> of the appointments were cancelled?,0,100,96.33,24496
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,55,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,16,A tech start-up is facing some financial issues. During an HR meeting%2C the board debated whether they had to lay off all of their employees.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,55,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,16,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,55,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,16,<b>How many</b> of the employees will be fired?,0,100,96.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,55,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,16,Will<b> all of </b>of the employees be fired?,0,100,99.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,55,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,16,Will<b> any of </b>of the employees be fired?,0,100,1,13487
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,19,0,EveryNot.All.AllBias,EveryNot,All,AllBias,4,The couple has been planning their wedding for next month. The bride asks her future husband if he has finished writing the invitations.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,19,0,EveryNot.All.AllBias,EveryNot,All,AllBias,4,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,19,0,EveryNot.All.AllBias,EveryNot,All,AllBias,4,<b>How many</b> of the wedding invitations have been written?,0,100,0.67,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,19,0,EveryNot.All.AllBias,EveryNot,All,AllBias,4,<b>Have all</b> of the wedding invitations been written?,0,100,97.67,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,19,0,EveryNot.All.AllBias,EveryNot,All,AllBias,4,<b>Have any</b> of the wedding invitations been written?,0,100,98.33,14709
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,77,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,23,The hospital has the best doctors in the country. One day%2C five patients had to be operated on for fractures in arms and legs. Afterwards%2C a news reporter asked whether any of the patients had been successfully treated.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,77,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,23,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,77,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,23,<b>Were any</b> of the operations successful?,0,100,98,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,77,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,23,<b>How many</b> of the operations were successful?,0,100,3.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,77,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,23,<b>Were all</b> of the operations successful?,0,100,97.33,21466
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,46,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,13,Lily inherited her mom's huge book collection. When her boyfriend visited%2C he wondered if Lily had already cataloged the entire collection.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,46,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,13,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,46,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,13,<b>Have all</b> of the books been cataloged?,0,100,98,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,46,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,13,<b>Have any</b> of the books been cataloged?,0,100,98,21735
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,50,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,14,Roy recently started a career as a professional gamer. A journalist interviewed him%2C and asked if he had already been invited to any of the five Major League Gaming tournaments.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,50,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,14,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,50,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,14,Has Roy been invited to<b> any of </b>the Major League Gaming tournaments?,0,100,99.67,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,50,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,14,Has Roy been invited to<b> all of </b>the Major League Gaming tournaments?,0,100,50,10958
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,73,0,EveryNot.None.AllBias,EveryNot,None,AllBias,22,The unsuccessful broker has made some risky investments in the stock market. He nervously stared at the monitor%2C because his house may be foreclosed unless all of his investments work out.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,73,0,EveryNot.None.AllBias,EveryNot,None,AllBias,22,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,73,0,EveryNot.None.AllBias,EveryNot,None,AllBias,22,<b>How many</b> of the investment paid off?,0,100,98.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,73,0,EveryNot.None.AllBias,EveryNot,None,AllBias,22,<b>Did any</b> of the investment pay off?,0,100,98.67,18943
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,24,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,6,Eric is a professional producer working on a new album. One day%2C he called the composer  to ask about their progress in demoing the new songs.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,24,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,6,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,24,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,6,<b>Have all</b> of the new songs been demoed?,0,100,3.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,24,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,6,<b>Have any</b> of the new songs been demoed?,0,100,1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,24,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,6,<b>Have any</b> of the new songs been demoed?,0,100,98.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,24,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,6,<b>How many</b> of the new songs have been demoed?,0,100,99.33,15904
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,59,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,17,Jack is an incompetent homicide detective trying to solve three recent murders. His boss tells him that the newspapers will be all over him if he fails to solve any of these murders.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,59,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,17,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,59,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,17,<b>Have any</b> of the cases been solved?,0,100,1.67,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,59,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,17,<b>Have any</b> of the cases been solved?,0,100,96,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,59,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,17,<b>How many</b> of the cases have been solved?,0,100,1.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,59,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,17,<b>Have all</b> of the cases been solved?,0,100,99,24046
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,28,0,EveryNot.All.AllBias,EveryNot,All,AllBias,7,The nursery normally changes infants' diapers before they go to nap. This afternoon%2C a health inspector wanted to make sure all of the infants had been changed before nap time.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,28,0,EveryNot.All.AllBias,EveryNot,All,AllBias,7,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,28,0,EveryNot.All.AllBias,EveryNot,All,AllBias,7,<b>How many</b> of the infants have been changed,0,100,4.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,28,0,EveryNot.All.AllBias,EveryNot,All,AllBias,7,<b>Have all</b> of the infants been changed?,0,100,96.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,28,0,EveryNot.All.AllBias,EveryNot,All,AllBias,7,<b>Have any</b> of the infants been changed?,0,100,3.33,14296
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,33,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,9,The teacher has just finished correcting exams. The dean wants an update because the amount of federal funds the school receives depends on the number of students who passed.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,33,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,9,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,33,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,9,<b>Did all</b> of the students pass the exam?,0,100,98,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,33,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,9,<b>Did any</b> of the students pass the exam?,0,100,3.67,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,33,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,9,<b>How many</b> of the students passed the exam?,0,100,97,9316
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,60,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,18,Paul lives on a sheep farm his parents bought for him%2C but plays video games all day. His parents called him to remind him that his living situation is dependent on the number of sheep he sells.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,60,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,18,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,60,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,18,<b>Have all</b> of the sheep been sold?,0,100,99.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,60,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,18,<b>Have any</b> of the sheep been sold?,0,100,4,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,60,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,18,<b>How many</b> of the sheep have been sold?,0,100,94.33,10845
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,42,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,12,Sue and Marc went to a two-day science exhibition. On the first day%2C the organizers approached them and asked about the number of booths they had checked off the map so far.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,42,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,12,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,42,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,12,Have Sue and Marc visited<b> all of </b>the booths so far?,0,100,96.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,42,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,12,Have Sue and Marc visited<b> any of </b>the booths so far?,0,100,3,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,42,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,12,<b>How many</b> of the booths have Sue and Marc visited so far?,0,100,95.67,17244
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20,Helena is a mediocre athlete who made a resolution to win three Olympic medals this year. Her coach thought that she would be honored if she could win even a single medal.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20,Did she win<b> any of </b>the medals?,0,100,97.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20,<b>How many</b> of the medals did she win?,0,100,97,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20,Did she win<b> all of </b> the medals?,0,100,1.67,19170
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,10,0,EveryNot.All.AllBias,EveryNot,All,AllBias,1,The whole kindergarten was going on a field trip. The teacher jumped on the bus to see if all the children had been seated.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,10,0,EveryNot.All.AllBias,EveryNot,All,AllBias,1,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,10,0,EveryNot.All.AllBias,EveryNot,All,AllBias,1,<b>How many</b> of the kindergartners got on the bus?,0,100,2,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,10,0,EveryNot.All.AllBias,EveryNot,All,AllBias,1,<b>Did all</b> of the kindergartners get on the bus?,0,100,99.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,10,0,EveryNot.All.AllBias,EveryNot,All,AllBias,1,<b>Did any</b> of the kindergartners get on the bus?,0,100,0.67,11301
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,14,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,2,Erin is a vet. During her last trip%2C she encountered six deer in critical condition%2C and she did the best she could to save even just one life.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,14,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,2,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,14,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,2,<b>Did any</b> of the six deer survive?,0,100,95,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,14,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,2,<b>How many</b> of the six deer survived?,0,100,95.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,14,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,2,<b>Did all</b> of the six deer survive?,0,100,96.67,11575
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,15,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,3,Rachel is an industrious teaching assistant who has to grade student essays. After a week%2C her boss asks how much progress she's made so far.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,15,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,3,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,15,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,3,<b>Were all</b> of the student essays graded?,0,100,95,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,15,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,3,<b>Were any</b> of the student essays graded?,0,100,2,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,15,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,3,<b>How many</b> of the student essays were graded?,0,100,98,8227
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,32,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,8,A glamorous cocktail event was being held in the Hilton hotel. When guests arrived%2C the receptionist wanted to see if anyone observed the dress code in the invitation.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,32,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,8,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,32,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,8,<b>Were any</b> of the guests dressed properly?,0,100,97.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,32,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,8,<b>How many</b> of the guests were dressed properly?,0,100,5.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,32,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,8,<b>Were all</b> of the guests dressed properly?,0,100,5,15703
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,69,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,21,Julia is a straight-A student. This semester%2C she enrolled for the easiest classes. After the semester%2C her mother phoned her to find out how her daughter had performed this semester.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,69,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,21,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,69,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,21,Did Julia fail<b> all of </b> the classes?,0,100,96.67,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,69,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,21,Did Julia fail<b> all of </b> the classes?,0,100,2,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,69,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,21,Did Julia fail<b> any of </b>the classes?,0,100,98.67,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,69,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,21,<b>How many</b> of the classes did Julia fail?,0,100,47.33,22752
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,51,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,15,Barney has been submitting recipes to a famous cooking website for some time now. His partner asked how successful his submissions had been.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,51,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,15,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,51,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,15,<b>Have any</b> of Barney's submissions been published?,0,100,98.67,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,51,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,15,<b>How many</b> of Barney's submissions have been published?,0,100,72.33,12575
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,Bill is an average runner who tried to break five Guinness records of running. At the day of the challenge%2C he swore that he was going to get all the records under his belt.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,<b>How many</b> of the records were broken in the end?,0,100,97.67,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,<b>Were all</b> of the records broken in the end?,0,100,99,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,<b>Were any</b> of the records broken in the end?,0,100,99,12300
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,41,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,11,The local community organized a flea market last weekend. The sellers  all hoped that they could close even just one sale they dealt with.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,41,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,11,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,41,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,11,<b>Were any</b> of the sales closed in the end?,0,100,98.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,41,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,11,<b>Were all</b> of the sales closed in the end?,0,100,50,7522
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,23,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,5,Paula is a dedicated store assistant. A week ago%2C five boxes of new products had arrived at the store. Her manager asked if she had begun opening the boxes.,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,23,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,5,How relevant are the following questions for the story?,0,100,-1,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,23,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,5,<b>Have any</b> of the boxes been opened?,0,100,98.33,
1566283947,4fc0bbacca2b0303c02929ea3c87ed23,MultiSlider,23,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,5,<b>Have all</b> of the boxes been opened?,0,100,50,6810
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,76,0,EveryNot.None.AllBias,EveryNot,None,AllBias,23,The hospital has the best doctors in the country. One day%2C five patients had to be operated on for fractures in arms and legs. Afterwards%2C a news reporter asked whether the patients had been successfully treated.,0,100,-1,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,76,0,EveryNot.None.AllBias,EveryNot,None,AllBias,23,How relevant are the following questions for the story?,0,100,-1,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,76,0,EveryNot.None.AllBias,EveryNot,None,AllBias,23,<b>Were any</b> of the operations successful?,0,100,97.83,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,76,0,EveryNot.None.AllBias,EveryNot,None,AllBias,23,<b>Were any</b> of the operations successful?,0,100,90.17,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,76,0,EveryNot.None.AllBias,EveryNot,None,AllBias,23,<b>How many</b> of the operations were successful?,0,100,82.17,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,76,0,EveryNot.None.AllBias,EveryNot,None,AllBias,23,<b>Were all</b> of the operations successful?,0,100,87.17,62775
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,9,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,1,The whole kindergarten was going on a field trip. The teacher did a head count to see how many children had been seated on the bus.,0,100,-1,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,9,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,1,How relevant are the following questions for the story?,0,100,-1,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,9,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,1,<b>How many</b> of the kindergartners got on the bus?,0,100,66.17,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,9,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,1,<b>How many</b> of the kindergartners got on the bus?,0,100,34.83,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,9,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,1,<b>How many</b> of the kindergartners got on the bus?,0,100,47.5,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,9,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,1,<b>Did all</b> of the kindergartners get on the bus?,0,100,90.17,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,9,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,1,<b>Did any</b> of the kindergartners get on the bus?,0,100,25.83,40282
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,36,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,10,The city council organized a spelling bee competition. As the competition began%2C the parents hoped that their kids could get as many answers correct as possible.,0,100,-1,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,36,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,10,How relevant are the following questions for the story?,0,100,-1,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,36,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,10,<b>How many</b> of the questions did the kids answer correctly?,0,100,72.17,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,36,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,10,Did the kids answer <b> all of </b>the questions correctly?,0,100,64.5,
1566284145,e667f7c1017e7985412f86703e6ca5f3,MultiSlider,36,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,10,Did the kids answer <b> all of </b>the questions correctly?,0,100,41.83,
