Time,MD5,Controller,Blah,Blah,condition,quantifier,prior,qudbias,item,sentence,startvalue,endvalue,rating,duplicate
1566942334,c183b467fd3900dd7dc04b311b60eed4,MultiSlider,76,0,EveryNot.None.AllBias,EveryNot,None,AllBias,23,<b> Some but not all </b> of the operations were successful,0,100,21.33,NoMatch
1566942334,c183b467fd3900dd7dc04b311b60eed4,MultiSlider,13,0,EveryNot.All.AllBias,EveryNot,All,AllBias,2,<b> None </b> of the six deer survived,0,100,21.67,NoMatch
1566942334,c183b467fd3900dd7dc04b311b60eed4,MultiSlider,13,0,EveryNot.All.AllBias,EveryNot,All,AllBias,2,<b> Some but not all </b> of the six deer survived,0,100,67.33,NoMatch
1566942334,c183b467fd3900dd7dc04b311b60eed4,MultiSlider,9,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,1,<b> Some but not all </b> of the kindergartners got on the bus,0,100,77.67,NoMatch
1566942334,c183b467fd3900dd7dc04b311b60eed4,MultiSlider,9,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,1,<b> All </b> of the kindergartners got on the bus,0,100,28.33,NoMatch
1566942334,c183b467fd3900dd7dc04b311b60eed4,MultiSlider,63,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,19,<b> Some but not all </b> of the records were broken in the end,0,100,23,NoMatch
1566942334,c183b467fd3900dd7dc04b311b60eed4,MultiSlider,63,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,19,<b> All </b> of the records were broken in the end,0,100,66.33,NoMatch
1566942334,c183b467fd3900dd7dc04b311b60eed4,MultiSlider,17,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,3,<b> All </b> of the student essays were graded,0,100,26.67,NoMatch
1566942334,c183b467fd3900dd7dc04b311b60eed4,MultiSlider,17,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,3,<b> None </b> of the student essays were graded,0,100,78.33,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,57,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,17,<b> None </b> of the cases will be solved,0,100,70.83,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,30,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,8,<b> None </b> of the guests were dressed properly,0,100,4.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,30,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,8,<b> Some but not all </b> of the guests were dressed properly,0,100,59.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,48,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,14, Roy hasn't been invited to<b> any of </b>the Major League Gaming tournaments,0,100,59.83,Match
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,48,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,14, Roy hasn't been invited to<b> any of </b>the Major League Gaming tournaments,0,100,50.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,48,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,14, Roy has been invited to<b> some but not all of </b>the Major League Gaming tournaments,0,100,65.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,39,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,11,<b> None </b> of the sales were closed in the end,0,100,6.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,39,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,11,<b> Some but not all </b> of the sales were closed in the end,0,100,59.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,38,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,10,The kids answered <b> some but not all of </b>the questions correctly,0,100,63.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,38,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,10,The kids answered <b> all of </b>the questions correctly,0,100,41.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,52,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,15,<b> All </b> of Barney's submissions have been published,0,100,23.83,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,20,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,4,<b> Some but not all </b> of the wedding invitations have been written,0,100,59.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,65,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,19,<b> Some but not all </b> of the records were broken in the end,0,100,42.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,65,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,19,<b> All </b> of the records were broken in the end,0,100,3.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,11,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,1,<b> Some but not all </b> of the kindergartners got on the bus,0,100,69.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,79,0,EveryNot.None.AllBias,EveryNot,None,AllBias,24,<b> All </b> of the appointments will be cancelled,0,100,76.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,79,0,EveryNot.None.AllBias,EveryNot,None,AllBias,24,<b> None </b> of the appointments will be cancelled,0,100,5.83,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,47,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,13,<b> Some but not all </b> of the books have been cataloged,0,100,61.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,47,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,13,<b> All </b> of the books have been cataloged,0,100,17.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,29,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,7,<b> Some but not all </b> of the infants have been changed,0,100,66.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,29,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,7,<b> All </b> of the infants have been changed,0,100,72.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,74,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,22,<b> All </b> of the investment paid off,0,100,5.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,56,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,16,<b> Some but not all </b> of the employees will be fired,0,100,60.83,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,56,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,16,<b> All </b> of the employees will be fired,0,100,39.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,66,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,20, She didn't win<b> any of </b>the medals,0,100,93.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,66,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,20, She won<b> some but not all of </b>the medals,0,100,36.17,Match
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,66,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,20, She won<b> some but not all of </b>the medals,0,100,24.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,75,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,23,<b> None </b> of the operations were successful,0,100,6.83,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,75,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,23,<b> Some but not all </b> of the operations were successful,0,100,62.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,25,0,EveryNot.All.AllBias,EveryNot,All,AllBias,6,<b> All </b> of the new songs have been demoed,0,100,74.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,25,0,EveryNot.All.AllBias,EveryNot,All,AllBias,6,<b> None </b> of the new songs have been demoed,0,100,29.83,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,70,0,EveryNot.None.AllBias,EveryNot,None,AllBias,21, Julia failed<b> all of </b>the classes,0,100,5.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,70,0,EveryNot.None.AllBias,EveryNot,None,AllBias,21, Julia didn't fail<b> any of </b>the classes,0,100,94.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,34,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,9,<b> All </b> of the students passed the exam,0,100,60.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,34,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,9,<b> None </b> of the students passed the exam,0,100,25.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,21,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,5,<b> None </b> of the boxes have been opened,0,100,19.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,21,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,5,<b> Some but not all </b> of the boxes have been opened,0,100,63.83,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,12,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,2,<b> None </b> of the six deer survived,0,100,21.83,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,12,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,2,<b> Some but not all </b> of the six deer survived,0,100,65.17,Match
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,12,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,2,<b> Some but not all </b> of the six deer survived,0,100,77.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,16,0,EveryNot.All.AllBias,EveryNot,All,AllBias,3,<b> All </b> of the student essays were graded,0,100,71.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,16,0,EveryNot.All.AllBias,EveryNot,All,AllBias,3,<b> None </b> of the student essays were graded,0,100,6.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,43,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,12,Sue and Marc have visited<b> all of </b>the booths so far,0,100,5.83,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,43,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,12,Sue and Marc haven't visited<b> any of </b>the booths so far,0,100,21.17,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,61,0,EveryNot.None.AllBias,EveryNot,None,AllBias,18,<b> All </b> of the sheep will be sold,0,100,65.5,NoMatch
1566943542,d693a06a8705edbbd1a4bb01824a04dc,MultiSlider,61,0,EveryNot.None.AllBias,EveryNot,None,AllBias,18,<b> None </b> of the sheep will be sold,0,100,16.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,76,0,EveryNot.None.AllBias,EveryNot,None,AllBias,23,<b> None </b> of the operations were successful,0,100,68.83,Match
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,76,0,EveryNot.None.AllBias,EveryNot,None,AllBias,23,<b> None </b> of the operations were successful,0,100,12.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,76,0,EveryNot.None.AllBias,EveryNot,None,AllBias,23,<b> Some but not all </b> of the operations were successful,0,100,79.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,9,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,1,<b> Some but not all </b> of the kindergartners got on the bus,0,100,2.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,9,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,1,<b> All </b> of the kindergartners got on the bus,0,100,97.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,53,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,15,<b> All </b> of Barney's submissions have been published,0,100,5.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,53,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,15,<b> None </b> of Barney's submissions have been published,0,100,14.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,45,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,13,<b> Some but not all </b> of the books have been cataloged,0,100,2.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,45,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,13,<b> All </b> of the books have been cataloged,0,100,0.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,44,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,12,Sue and Marc have visited<b> all of </b>the booths so far,0,100,3.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,44,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,12,Sue and Marc haven't visited<b> any of </b>the booths so far,0,100,16.83,Match
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,44,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,12,Sue and Marc haven't visited<b> any of </b>the booths so far,0,100,77.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,26,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,6,<b> All </b> of the new songs have been demoed,0,100,10.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,26,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,6,<b> None </b> of the new songs have been demoed,0,100,20.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,31,0,EveryNot.All.AllBias,EveryNot,All,AllBias,8,<b> None </b> of the guests were dressed properly,0,100,9.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,31,0,EveryNot.All.AllBias,EveryNot,All,AllBias,8,<b> Some but not all </b> of the guests were dressed properly,0,100,85.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,80,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,24,<b> All </b> of the appointments will be cancelled,0,100,2.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,80,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,24,<b> None </b> of the appointments will be cancelled,0,100,98.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,18,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,4,<b> Some but not all </b> of the wedding invitations have been written,0,100,3.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,18,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,4,<b> All </b> of the wedding invitations have been written,0,100,96.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,58,0,EveryNot.None.AllBias,EveryNot,None,AllBias,17,<b> None </b> of the cases will be solved,0,100,7.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,58,0,EveryNot.None.AllBias,EveryNot,None,AllBias,17,<b> Some but not all </b> of the cases will be solved,0,100,83.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,36,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,10,The kids answered <b> some but not all of </b>the questions correctly,0,100,83.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,36,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,10,The kids answered <b> all of </b>the questions correctly,0,100,7.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,40,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,11,<b> None </b> of the sales were closed in the end,0,100,11.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,40,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,11,<b> Some but not all </b> of the sales were closed in the end,0,100,93.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,67,0,EveryNot.None.AllBias,EveryNot,None,AllBias,20, She didn't win<b> any of </b>the medals,0,100,13.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,67,0,EveryNot.None.AllBias,EveryNot,None,AllBias,20, She won<b> some but not all of </b>the medals,0,100,84.5,Match
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,67,0,EveryNot.None.AllBias,EveryNot,None,AllBias,20, She won<b> some but not all of </b>the medals,0,100,97.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,49,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,14, Roy hasn't been invited to<b> any of </b>the Major League Gaming tournaments,0,100,77.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,49,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,14, Roy has been invited to<b> some but not all of </b>the Major League Gaming tournaments,0,100,75.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,13,0,EveryNot.All.AllBias,EveryNot,All,AllBias,2,<b> None </b> of the six deer survived,0,100,8.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,13,0,EveryNot.All.AllBias,EveryNot,All,AllBias,2,<b> Some but not all </b> of the six deer survived,0,100,85.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,22,0,EveryNot.All.AllBias,EveryNot,All,AllBias,5,<b> None </b> of the boxes have been opened,0,100,2.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,22,0,EveryNot.All.AllBias,EveryNot,All,AllBias,5,<b> Some but not all </b> of the boxes have been opened,0,100,71.83,Match
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,22,0,EveryNot.All.AllBias,EveryNot,All,AllBias,5,<b> Some but not all </b> of the boxes have been opened,0,100,52.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,17,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,3,<b> All </b> of the student essays were graded,0,100,81.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,17,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,3,<b> None </b> of the student essays were graded,0,100,3.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,71,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,21, Julia failed<b> all of </b>the classes,0,100,9.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,71,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,21, Julia didn't fail<b> any of </b>the classes,0,100,95.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,63,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,19,<b> Some but not all </b> of the records were broken in the end,0,100,6.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,63,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,19,<b> All </b> of the records were broken in the end,0,100,4.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,27,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,7,<b> Some but not all </b> of the infants have been changed,0,100,5.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,27,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,7,<b> All </b> of the infants have been changed,0,100,93.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,62,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,18,<b> All </b> of the sheep will be sold,0,100,5.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,62,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,18,<b> None </b> of the sheep will be sold,0,100,98.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,72,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,22,<b> Some but not all </b> of the investment paid off,0,100,79.17,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,72,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,22,<b> All </b> of the investment paid off,0,100,8.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,54,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,16,<b> Some but not all </b> of the employees will be fired,0,100,80.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,54,0,EveryNot.Some.HowManyBias,EveryNot,Some,HowManyBias,16,<b> All </b> of the employees will be fired,0,100,11.5,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,35,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,9,<b> All </b> of the students passed the exam,0,100,7.83,NoMatch
1566944114,6ade88918a8cdb448e1f644b387038c4,MultiSlider,35,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,9,<b> None </b> of the students passed the exam,0,100,6.83,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,24,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,6,<b> All </b> of the new songs have been demoed,0,100,16.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,24,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,6,<b> None </b> of the new songs have been demoed,0,100,6.5,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,37,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,10,The kids answered <b> some but not all of </b>the questions correctly,0,100,96.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,37,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,10,The kids answered <b> all of </b>the questions correctly,0,100,13.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,55,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,16,<b> Some but not all </b> of the employees will be fired,0,100,89.5,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,55,0,EveryNot.Some.AllBias,EveryNot,Some,AllBias,16,<b> All </b> of the employees will be fired,0,100,3.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,77,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,23,<b> None </b> of the operations were successful,0,100,5.83,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,77,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,23,<b> Some but not all </b> of the operations were successful,0,100,63.17,Match
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,77,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,23,<b> Some but not all </b> of the operations were successful,0,100,48.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,73,0,EveryNot.None.AllBias,EveryNot,None,AllBias,22,<b> Some but not all </b> of the investment paid off,0,100,76.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,73,0,EveryNot.None.AllBias,EveryNot,None,AllBias,22,<b> All </b> of the investment paid off,0,100,10.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,69,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,21, Julia failed<b> all of </b>the classes,0,100,2.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,69,0,EveryNot.None.HowManyBias,EveryNot,None,HowManyBias,21, Julia didn't fail<b> any of </b>the classes,0,100,95.83,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,19,0,EveryNot.All.AllBias,EveryNot,All,AllBias,4,<b> Some but not all </b> of the wedding invitations have been written,0,100,75.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,19,0,EveryNot.All.AllBias,EveryNot,All,AllBias,4,<b> All </b> of the wedding invitations have been written,0,100,19.5,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,32,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,8,<b> None </b> of the guests were dressed properly,0,100,9.17,Match
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,32,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,8,<b> None </b> of the guests were dressed properly,0,100,1.83,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,32,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,8,<b> Some but not all </b> of the guests were dressed properly,0,100,85.83,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,41,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,11,<b> None </b> of the sales were closed in the end,0,100,2.83,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,41,0,EveryNot.Some.NoneBias,EveryNot,Some,NoneBias,11,<b> Some but not all </b> of the sales were closed in the end,0,100,88.83,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,<b> Some but not all </b> of the records were broken in the end,0,100,89.17,Match
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,<b> Some but not all </b> of the records were broken in the end,0,100,73.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,<b> All </b> of the records were broken in the end,0,100,60.17,Match
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,64,0,EveryNot.None.AllBias,EveryNot,None,AllBias,19,<b> All </b> of the records were broken in the end,0,100,48.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,15,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,3,<b> All </b> of the student essays were graded,0,100,87.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,15,0,EveryNot.All.HowManyBias,EveryNot,All,HowManyBias,3,<b> None </b> of the student essays were graded,0,100,2.83,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20, She didn't win<b> any of </b>the medals,0,100,23.83,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,68,0,EveryNot.None.NoneBias,EveryNot,None,NoneBias,20, She won<b> some but not all of </b>the medals,0,100,88.17,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,23,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,5,<b> None </b> of the boxes have been opened,0,100,6.83,NoMatch
1566944193,9ec1b342ff005eebd0723270be46eef2,MultiSlider,23,0,EveryNot.All.NoneBias,EveryNot,All,NoneBias,5,<b> Some but not all </b> of the boxes have been opened,0,100,90.5,NoMatch
